County,Precinct,Bennet_First_Expression,Bennet_Final_Expression,Bennet_SDE,Biden_First_Expression,Biden_Final_Expression,Biden_SDE,Bloomberg_First_Expression,Bloomberg_Final_Expression,Bloomberg_SDE,Buttigieg_First_Expression,Buttigieg_Final_Expression,Buttigieg_SDE,Delaney_First_Expression,Delaney_Final_Expression,Delaney_SDE,Gabbard_First_Expression,Gabbard_Final_Expression,Gabbard_SDE,Klobuchar_First_Expression,Klobuchar_Final_Expression,Klobuchar_SDE,Patrick_First_Expression,Patrick_Final_Expression,Patrick_SDE,Sanders_First_Expression,Sanders_Final_Expression,Sanders_SDE,Steyer_First_Expression,Steyer_Final_Expression,Steyer_SDE,Warren_First_Expression,Warren_Final_Expression,Warren_SDE,Yang_First_Expression,Yang_Final_Expression,Yang_SDE,Other_First_Expression,Other_Final_Expression,Other_SDE,Uncommitted_First_Expression,Uncommitted_Final_Expression,Uncommitted_SDE
Buena_Vista,NEWELL_NEWELL_PROVIDENCE,0,0,0,4,0,0,0,0,0,4,10,0.2000,0,0,0,0,0,0,5,0,0,0,0,0,9,12,0.2000,0,0,0,2,0,0,7,0,0,0,0,0,1,0,0
Buena_Vista,Total,0,0,0,43,43,0.6000,0,0,0,60,63,1.2000,0,0,0,0,0,0,25,22,0.4000,0,0,0,71,84,1.6000,9,9,0.2000,52,52,1.0000,33,7,0.2000,0,0,0,1,0,0
Butler,1_GR,0,0,0,15,15,0.2333,0,0,0,19,19,0.2333,0,0,0,0,0,0,23,23,0.3500,0,0,0,15,15,0.2333,0,0,0,14,14,0.1167,0,0,0,0,0,0,0,0,0
Butler,2_CL,0,0,0,13,14,0.2333,0,0,0,4,0,0,0,0,0,0,0,0,14,19,0.3500,0,0,0,16,17,0.3500,3,0,0,15,15,0.3500,0,0,0,0,0,0,2,2,0
Butler,3_DU,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,0.2333,1,0,0,4,8,0.2333,0,0,0,0,0,0,0,1,0
Butler,4_AL,0,0,0,9,9,0.1167,0,0,0,11,13,0.1167,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0.1167,0,0,0,2,0,0,6,8,0.1167,0,0,0,3,0,0
Butler,5_AP,0,0,0,7,7,0.1167,0,0,0,7,8,0.2333,0,0,0,0,0,0,2,0,0,0,0,0,7,7,0.1167,0,0,0,6,8,0.1167,1,0,0,0,0,0,0,0,0
Butler,6_SR,0,0,0,12,12,0.2333,0,0,0,14,14,0.2333,0,0,0,0,0,0,15,15,0.2333,0,0,0,22,22,0.3500,0,0,0,12,12,0.2333,0,0,0,0,0,0,0,0,0
Butler,7_PB,0,0,0,13,13,0.2333,0,0,0,9,10,0.2333,0,0,0,0,0,0,9,10,0.2333,0,0,0,14,15,0.2333,0,0,0,10,11,0.2333,3,2,0,0,0,0,3,0,0
Butler,Total,0,0,0,71,70,1.1666,0,0,0,65,64,1.0499,0,0,0,0,0,0,64,67,1.1666,0,0,0,93,96,1.6333,4,0,0,63,68,1.2833,10,10,0.1167,0,0,0,8,3,0
Calhoun,Butler_Williams,0,0,0,7,9,0.1667,1,0,0,11,11,0.1667,0,0,0,0,0,0,1,0,0,0,0,0,5,5,0.0833,0,0,0,6,6,0.0833,0,0,0,0,0,0,0,0,0
Calhoun,Cedar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.0833,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Calhoun,Calhoun_Jackson_EG_LK,0,0,0,12,12,0.2500,0,0,0,26,26,0.5000,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0.1667,0,0,0,18,18,0.3333,0,0,0,0,0,0,1,0,0
Calhoun,Center_Logan_TL_GA_L,0,0,0,4,4,0.0833,0,0,0,4,5,0.0833,0,0,0,0,0,0,11,12,0.2500,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Calhoun,Greenfield_&_Lincoln_2,0,0,0,2,0,0,0,0,0,5,9,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Calhoun,Lincoln_1,0,0,0,8,9,0.1667,0,0,0,12,13,0.3333,0,0,0,0,0,0,8,9,0.1667,0,0,0,6,8,0.1667,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0
Calhoun,Reading,0,0,0,1,0,0,0,0,0,6,6,0.0833,0,0,0,0,0,0,3,3,0.0833,0,0,0,2,2,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Calhoun,Rockwell_City,0,0,0,10,10,0.2500,0,0,0,14,14,0.4167,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0.2500,0,0,0,7,7,0.1667,0,0,0,0,0,0,0,0,0
Calhoun,Sherman,0,0,0,6,7,0.0833,0,0,0,3,5,0.0833,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0833,2,0,0,0,0,0,0,0,0
Calhoun,Total,0,0,0,51,51,1.0000,1,0,0,81,89,1.8333,0,0,0,0,0,0,27,28,0.5833,0,0,0,32,37,0.7500,1,0,0,42,34,0.6666,4,0,0,0,0,0,1,1,0
Carroll,Carroll_Ward_One,0,0,0,38,44,0.8800,0,0,0,22,34,0.6600,0,0,0,0,0,0,9,0,0,0,0,0,7,3,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0
Carroll,Carroll_Ward_Three_&amp;_S1_2_Maple_River_Twp,0,0,0,13,13,0.2200,0,0,0,21,22,0.3300,0,0,0,0,0,0,12,21,0.3300,0,0,0,20,29,0.5500,2,0,0,10,0,0,8,0,0,0,0,0,0,0,0
Carroll,Carroll_Ward_Four,0,0,0,28,28,0.4400,0,0,0,16,22,0.4400,0,0,0,0,0,0,12,14,0.2200,0,0,0,16,19,0.3300,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Carroll,Wheatland_Kniest,0,0,0,2,0,0,0,0,0,8,10,0.1100,0,0,0,0,0,0,6,6,0.1100,0,0,0,4,0,0,1,0,0,3,6,0.1100,3,5,0.1100,0,0,0,0,0,0
Carroll,Sheridan_Grant_Jasper,0,0,0,10,10,0.2200,0,0,0,6,10,0.2200,0,0,0,0,0,0,7,7,0.1100,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Carroll,Glidden_Richland,0,0,0,4,0,0,0,0,0,8,10,0.2200,0,0,0,0,0,0,8,10,0.2200,0,0,0,11,11,0.3300,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Carroll,Pleasant_Valley_Newton,0,0,0,4,4,0.1100,0,0,0,5,5,0.1100,0,0,0,0,0,0,7,7,0.1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carroll,Ewoldt,0,0,0,6,6,0.1100,0,0,0,7,8,0.2200,0,0,0,0,0,0,7,12,0.2200,0,0,0,4,0,0,2,0,0,11,13,0.3300,0,0,0,0,0,0,2,0,0
Carroll,Eden,0,0,0,6,7,0.1100,1,1,0,7,12,0.1100,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carroll,Union,0,0,0,16,16,0.2200,0,0,0,13,13,0.2200,0,0,0,0,0,0,12,13,0.1100,0,0,0,11,11,0.1100,0,0,0,11,11,0.1100,1,0,0,0,0,0,0,0,0
Carroll,Total,0,0,0,127,128,2.3100,1,1,0,113,146,2.6400,0,0,0,0,0,0,85,90,1.4300,0,0,0,74,73,1.3200,6,0,0,52,30,0.5500,14,5,0.1100,0,0,0,3,1,0
Cass,Atlantic_3,0,0,0,13,13,0.2400,0,0,0,6,6,0.1200,0,0,0,0,0,0,6,7,0.1200,0,0,0,2,0,0,0,0,0,6,10,0.1200,3,0,0,0,0,0,2,0,0
Cass,Benton_Franklin_Twp_Wiota,0,0,0,1,0,0,0,0,0,3,5,0.1200,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,7,0.1200,0,0,0,0,0,0,0,0,0
Cass,Bear_Grove_Cass_Twp_Lewis,0,0,0,7,7,0.1200,0,0,0,5,0,0,0,0,0,0,0,0,6,11,0.1200,0,0,0,2,2,0,0,0,0,7,7,0.1200,0,0,0,0,0,0,0,0,0
Cass,Grant_Lincoln_Twp_Anita,0,0,0,10,10,0.1200,0,0,0,18,18,0.3600,0,0,0,0,0,0,8,8,0.1200,0,0,0,9,9,0.1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cass,Brighton_Grove_Pymosa_Washington_Twp_Marne,0,0,0,8,9,0.1200,1,0,0,6,6,0.1200,0,0,0,0,0,0,2,4,0.1200,0,0,0,0,0,0,0,0,0,6,6,0.1200,2,0,0,0,0,0,0,0,0
Cass,Massena_Twp_Massena_City,0,0,0,5,5,0.1200,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.1200,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cass,Noble_Pleasant_Twp_Griswold,0,0,0,6,7,0.1200,0,0,0,7,7,0.1200,0,0,0,0,0,0,9,10,0.1200,0,0,0,6,0,0,0,0,0,12,15,0.2400,1,0,0,0,0,0,0,2,0
Cass,Union_Twp_Cumberland,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.1200,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Cass,Enda_Victoria_Twp,0,0,0,0,0,0,0,0,0,3,3,0.1200,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Cass,Total,0,0,0,50,51,0.8400,1,0,0,50,47,0.9600,0,0,0,0,0,0,36,42,0.7200,0,0,0,23,15,0.2400,0,0,0,38,47,0.7200,6,0,0,0,0,0,2,2,0
Cedar,WEST_BRANCH_1,0,0,0,0,0,0,0,0,0,58,58,0.6857,0,0,0,0,0,0,45,45,0.5143,0,0,0,65,65,0.6857,0,0,0,40,40,0.5143,0,0,0,0,0,0,0,0,0
Cedar,DAYTON_FAIRFIELD,0,0,0,4,0,0,0,0,0,15,16,0.3429,0,0,0,0,0,0,8,13,0.1714,0,0,0,9,13,0.1714,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Cedar,FREMONT_RED_OAK,0,0,0,10,12,0.1714,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,8,0.1714,3,0,0,3,6,0.1714,0,0,0,0,0,0,0,0,0
Cedar,LINN_PIONEER,1,0,0,21,21,0.3429,0,0,0,16,16,0.3429,0,0,0,0,0,0,14,14,0.1714,0,0,0,13,13,0.1714,3,0,0,15,15,0.1714,0,0,0,0,0,0,0,0,0
Cedar,TIPTON_2,0,0,0,10,10,0.1714,0,0,0,19,23,0.1714,0,0,0,0,0,0,5,0,0,0,0,0,14,14,0.1714,0,0,0,12,12,0.1714,2,0,0,0,0,0,0,0,0
Cedar,TIPTON_3,0,0,0,12,13,0.1714,0,0,0,12,13,0.1714,0,0,0,0,0,0,7,10,0.1714,0,0,0,11,14,0.1714,1,0,0,12,12,0.1714,5,0,0,0,0,0,1,0,0
Cedar,Total,1,0,0,57,56,0.8571,0,0,0,122,126,1.7143,0,0,0,0,0,0,80,82,1.0285,0,0,0,119,127,1.5427,9,0,0,87,85,1.1999,7,0,0,0,0,0,1,0,0
Cerro_Gordo,Portland_Owen_Dougherty,0,0,0,9,9,0.1771,0,0,0,6,8,0.1771,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,8,12,0.1771,0,0,0,0,0,0,0,0,0
Cerro_Gordo,Clear_Lake_Grant_Union,0,0,0,21,23,0.3543,0,0,0,21,27,0.3543,0,0,0,0,0,0,19,21,0.3543,0,0,0,13,15,0.1771,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0
Cerro_Gordo,Clear_Lake_Ward_3,0,0,0,21,21,0.3543,0,0,0,18,19,0.3543,0,0,0,0,0,0,18,23,0.3543,0,0,0,25,28,0.5314,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0
Cerro_Gordo,Grimes_Thornton_Pct,0,0,0,6,6,0.1771,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
Cerro_Gordo,Geneseo_Twp_Pct,0,0,0,5,5,0.1771,0,0,0,10,15,0.3543,0,0,0,0,0,0,3,0,0,0,0,0,7,10,0.3543,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0
Cerro_Gordo,Lake_Lincoln_Twps_Pct,0,0,0,3,1,0,0,0,0,8,9,0.1771,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,6,10,0.1771,0,0,0,0,0,0,0,0,0
Cerro_Gordo,Mason_City_W_1_P_1,0,0,0,9,0,0,0,0,0,18,19,0.3543,0,0,0,0,0,0,21,32,0.5314,0,0,0,21,21,0.3543,0,0,0,5,0,0,13,15,0.1771,0,0,0,0,0,0
Cerro_Gordo,Mason_City_W_1_P_2,0,0,0,14,17,0.3543,0,0,0,24,37,0.7086,0,0,0,0,0,0,17,20,0.3543,0,0,0,21,26,0.3543,0,0,0,14,0,0,11,0,0,0,0,0,0,1,0
Cerro_Gordo,Mason_City_W_1_P_3,0,0,0,27,28,0.3543,0,0,0,51,57,0.8857,0,0,0,0,0,0,51,53,0.7086,0,0,0,16,12,0,0,0,0,9,6,0,2,0,0,0,0,0,1,1,0
Cerro_Gordo,Mason_City_W_2_P_2,0,0,0,22,26,0.3543,5,0,0,48,54,0.7086,0,0,0,0,0,0,43,47,0.7086,0,0,0,13,0,0,2,0,0,22,34,0.5314,13,0,0,0,0,0,3,0,0
Cerro_Gordo,Mason_City_W_3_P_2,0,0,0,9,12,0.1771,0,0,0,10,18,0.3543,0,0,0,0,0,0,10,1,0,0,0,0,23,26,0.5314,0,0,0,13,17,0.3543,9,0,0,0,0,0,0,0,0
Cerro_Gordo,Mason_City_W_4_P_2,0,0,0,9,9,0.1771,0,0,0,10,12,0.3543,0,0,0,0,0,0,13,16,0.5314,0,0,0,18,19,0.5314,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0
Cerro_Gordo,Mason_City_W_4_P_3,0,0,0,32,34,0.7086,0,0,0,18,19,0.3543,0,0,0,0,0,0,22,25,0.5314,0,0,0,20,22,0.3543,2,0,0,3,0,0,7,0,0,0,0,0,0,0,0
Cerro_Gordo,Mt_Vernon_Pl_Valley_Twps,0,0,0,2,0,0,0,0,0,3,8,0.1771,0,0,0,0,0,0,4,4,0.1771,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0
Cerro_Gordo,Total,0,0,0,189,191,3.3656,5,0,0,245,302,5.3143,0,0,0,0,0,0,226,244,4.2514,0,0,0,189,180,3.1885,7,1,0,103,80,1.2399,70,16,0.1771,0,0,0,4,6,0
Cherokee,#3_Quimby,0,0,0,9,10,0.2182,0,0,0,6,6,0.1091,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.1091,4,4,0.1091,1,0,0,0,0,0,0,0,0,1,1,0
Cherokee,Total,0,0,0,9,10,0.2182,0,0,0,6,6,0.1091,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.1091,4,4,0.1091,1,0,0,0,0,0,0,0,0,1,1,0
Chickasaw,Washington_1_Township,0,0,0,0,0,0,0,0,0,7,8,0.0700,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0700,0,0,0,4,4,0.0700,1,0,0,0,0,0,0,0,0
Chickasaw,Bradford,0,0,0,13,13,0.2800,0,0,0,16,16,0.3500,0,0,0,0,0,0,11,12,0.2800,0,0,0,1,1,0,1,0,0,17,17,0.3500,0,0,0,0,0,0,0,0,0
Chickasaw,Chickasaw,0,0,0,3,3,0.0700,0,0,0,4,7,0.1400,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.0700,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
Chickasaw,Deerfield_Washington_2,0,0,0,4,4,0.0700,0,0,0,7,7,0.1400,0,0,0,0,0,0,4,4,0.0700,0,0,0,0,0,0,5,6,0.1400,0,0,0,0,0,0,0,0,0,1,0,0
Chickasaw,Dresden_Fredericksburg,0,0,0,8,9,0.1400,0,0,0,10,14,0.2800,0,0,0,0,0,0,8,11,0.2100,0,0,0,5,0,0,3,0,0,6,10,0.2100,4,0,0,0,0,0,0,0,0
Chickasaw,Jacksonville_Utica,0,0,0,1,0,0,0,0,0,3,4,0.0700,0,0,0,0,0,0,2,2,0.0700,0,0,0,3,3,0.0700,0,0,0,3,3,0.0700,0,0,0,0,0,0,0,0,0
Chickasaw,City_of_New_Hampton_Ward_One,0,0,0,9,11,0.2100,1,0,0,9,12,0.2100,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,1,0,0,8,13,0.2100,1,0,0,0,0,0,0,0,0
Chickasaw,City_of_New_Hampton_Ward_Two,0,0,0,2,0,0,0,0,0,6,7,0.1400,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.1400,4,4,0.0700,5,6,0.1400,0,0,0,0,0,0,0,0,0
Chickasaw,New_Hampton_Rural,0,0,0,4,4,0.0700,0,0,0,5,7,0.1400,0,0,0,0,0,0,4,4,0.0700,0,0,0,3,3,0.0700,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chickasaw,Stapleton,0,0,0,9,9,0.2100,0,0,0,16,16,0.2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.0700,0,0,0,0,0,0,0,0,0
Chickasaw,Total,0,0,0,53,53,1.0500,1,0,0,83,98,1.8200,0,0,0,0,0,0,33,33,0.7000,0,0,0,27,19,0.4200,16,10,0.2100,50,58,1.1200,6,0,0,0,0,0,2,0,0
Clarke,Middle_Precinct,0,0,0,1,0,0,0,0,0,6,7,0.2400,0,0,0,0,0,0,5,5,0.1600,0,0,0,3,4,0.0800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clarke,North_East_Precinct,0,0,0,10,10,0.1600,0,0,0,8,8,0.1600,0,0,0,0,0,0,6,6,0.0800,0,0,0,8,8,0.1600,0,0,0,7,7,0.1600,1,1,0,0,0,0,0,0,0
Clarke,Osceola_2nd_Ward_Precinct,0,0,0,7,7,0.0800,0,0,0,9,9,0.1600,0,0,0,0,0,0,6,8,0.1600,0,0,0,10,12,0.1600,0,0,0,5,0,0,6,7,0.0800,0,0,0,0,0,0
Clarke,Osceola_3rd_Ward_Precinct,0,0,0,6,0,0,0,0,0,17,22,0.2400,0,0,0,0,0,0,13,24,0.2400,0,0,0,16,18,0.1600,5,0,0,10,0,0,9,12,0.1600,0,0,0,0,0,0
Clarke,Woodburn_Precinct,0,0,0,3,0,0,0,0,0,8,8,0.0800,0,0,0,0,0,0,3,5,0.0800,0,0,0,3,3,0.0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clarke,Total,0,0,0,27,17,0.2400,0,0,0,48,54,0.8800,0,0,0,0,0,0,33,48,0.7200,0,0,0,40,45,0.6400,6,0,0,22,7,0.1600,16,20,0.2400,0,0,0,0,0,0
Clay,Summit_Riverton_Sioux_Meadow,0,0,0,8,9,0.1882,0,0,0,10,17,0.3765,0,0,0,0,0,0,6,7,0.0941,0,0,0,5,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0
Clay,Garfield_Herdland,0,0,0,6,8,0.0941,0,0,0,3,0,0,0,0,0,0,0,0,4,6,0.0941,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Clay,Logan_Gillett_Grove,1,0,0,3,6,0.0941,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.0941,0,0,0,0,0,0,0,0,0
Clay,Lincoln_Clay,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,3,0.0941,0,0,0,3,3,0.0941,0,0,0,4,5,0.0941,4,4,0.0941,0,0,0,0,0,0
Clay,Spencer_Ward_1,0,0,0,11,11,0.1882,0,0,0,15,19,0.2824,0,0,0,0,0,0,5,0,0,0,0,0,18,19,0.2824,1,0,0,12,14,0.1882,2,0,0,0,0,0,0,1,0
Clay,Spencer_Ward_2,0,0,0,14,14,0.2824,0,0,0,13,20,0.3765,0,0,0,0,0,0,8,0,0,0,0,0,18,19,0.2824,0,0,0,13,13,0.1882,4,0,0,0,0,0,0,0,0
Clay,Spencer_Ward_3,0,0,0,19,19,0.2824,0,0,0,17,17,0.1882,0,0,0,0,0,0,14,20,0.2824,0,0,0,24,25,0.3765,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0
Clay,Spencer_Ward_5,0,0,0,18,19,0.2824,0,0,0,14,16,0.2824,0,0,0,0,0,0,18,21,0.3765,0,0,0,15,15,0.2824,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Clay,Total,1,0,0,80,86,1.4118,1,0,0,76,89,1.5060,0,0,0,0,0,0,57,57,0.9412,0,0,0,85,81,1.3178,1,0,0,51,37,0.5646,13,6,0.0941,0,0,0,0,1,0
Clayton,CASS,0,0,0,14,14,0.1667,0,0,0,22,22,0.3333,0,0,0,0,0,0,10,10,0.1667,0,0,0,13,13,0.1667,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
Clayton,LODOMILLO,0,0,0,5,5,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.1667,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Clayton,BOARDMAN_HIGHLAND,0,0,0,28,28,0.3333,0,0,0,40,42,0.5000,0,0,0,0,0,0,24,28,0.3333,0,0,0,27,31,0.3333,3,0,0,11,0,0,2,0,0,0,0,0,0,0,0
Clayton,COX_CREEK_SPERRY,0,0,0,3,0,0,0,0,0,6,7,0.1667,0,0,0,0,0,0,5,10,0.1667,0,0,0,1,0,0,1,0,0,6,7,0.1667,0,0,0,0,0,0,3,1,0
Clayton,ELK_MALLORY_VOLGA,0,0,0,7,8,0.1667,0,0,0,5,0,0,0,0,0,0,0,0,6,14,0.1667,0,0,0,7,9,0.1667,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0
Clayton,FARMERSBURG_WAGNER,0,0,0,5,7,0.1667,0,0,0,12,16,0.1667,0,0,0,0,0,0,2,0,0,0,0,0,4,6,0.1667,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Clayton,GIARD_LUANA_MONONA,0,0,0,5,0,0,0,0,0,32,34,0.6667,0,0,0,0,0,0,10,13,0.1667,0,0,0,11,11,0.1667,2,0,0,11,11,0.1667,1,0,0,0,0,0,0,3,0
Clayton,JEFFERSON_MILLVILLE,0,0,0,22,29,0.5000,0,0,0,38,42,0.6667,0,0,0,0,0,0,24,29,0.5000,0,0,0,18,19,0.3333,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Clayton,MENDON,0,0,0,8,0,0,0,0,0,36,40,0.6667,0,0,0,0,0,0,14,17,0.3333,0,0,0,15,19,0.3333,2,0,0,5,0,0,0,0,0,0,0,0,0,4,0
Clayton,Total,0,0,0,97,91,1.5001,0,0,0,191,203,3.1668,0,0,0,0,0,0,101,127,2.0001,0,0,0,97,109,1.6667,19,0,0,56,18,0.3334,3,0,0,1,0,0,4,8,0
Clinton,DEEP_CREEK_GOOSE_LAKE,0,0,0,6,6,0.2214,0,0,0,3,6,0.2214,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Clinton,LIBERTY_TORONTO,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,0.2214,0,0,0,4,4,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0
Clinton,LOW_MOOR,0,0,0,1,1,0,0,0,0,2,2,0.2214,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Clinton,ORANGE_GRAND_MOUND,0,0,0,7,9,0.2214,0,0,0,6,10,0.2214,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0.2214,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Clinton,SHARON_LOST_NATION,0,0,0,3,0,0,0,0,0,7,21,0.2214,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Clinton,SPRING_ROCK_WHEATLAND,0,0,0,4,7,0.2214,0,0,0,7,8,0.2214,0,0,0,0,0,0,3,0,0,0,0,0,9,10,0.2214,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Clinton,WATERFORD_CHARLOTTE,0,0,0,3,3,0,0,0,0,6,10,0.2214,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,1,1,0,2,2,0,2,0,0,0,0,0,1,2,0
Clinton,WELTON_WASHINGTON_WELTON,0,0,0,7,8,0.2214,0,0,0,6,13,0.2214,0,0,0,0,0,0,4,0,0,0,0,0,5,7,0.2214,3,0,0,3,0,0,1,0,0,0,0,0,0,1,0
Clinton,CAMANCHE_1,0,0,0,12,18,0.4429,0,0,0,16,19,0.4429,0,0,0,0,0,0,11,14,0.4429,0,0,0,12,15,0.4429,5,0,0,7,0,0,4,0,0,0,0,0,1,0,0
Clinton,CAMANCHE_2,0,0,0,19,22,0.6643,0,0,0,12,18,0.4429,0,0,0,0,0,0,3,0,0,0,0,0,10,15,0.4429,3,0,0,6,0,0,3,0,0,0,0,0,0,0,0
Clinton,CENTER_TWP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,9,0.2214,2,5,0,3,0,0,1,0,0,0,0,0,0,0,0
Clinton,CLINTON_1_1,0,0,0,12,16,0.4429,0,0,0,15,18,0.4429,0,0,0,0,0,0,3,0,0,0,0,0,19,21,0.4429,0,0,0,8,0,0,9,10,0.2214,0,0,0,0,1,0
Clinton,CLINTON_1_2,0,0,0,14,18,0.4429,0,0,0,14,18,0.4429,0,0,0,0,0,0,4,0,0,0,0,0,27,30,0.6643,0,0,0,16,17,0.4429,5,0,0,0,0,0,3,0,0
Clinton,CLINTON_3_1,0,0,0,35,37,0.4429,0,0,0,30,31,0.4429,0,0,0,0,0,0,25,38,0.6643,0,0,0,45,49,0.6643,6,0,0,16,3,0,3,0,0,0,0,0,0,0,0
Clinton,CLINTON_4_1,0,0,0,25,27,0.4429,0,0,0,27,27,0.4429,0,0,0,0,0,0,22,25,0.4429,0,0,0,29,31,0.4429,2,0,0,22,25,0.4429,10,0,0,0,0,0,0,0,0
Clinton,DEWITT_2,0,0,0,36,36,0.6643,0,0,0,41,46,0.6643,0,0,0,0,0,0,25,34,0.4429,0,0,0,25,30,0.4429,2,0,0,14,0,0,9,0,0,0,0,0,0,4,0
Clinton,Total,0,0,0,186,209,4.4287,0,0,0,195,250,4.8715,0,0,0,0,0,0,108,112,2.2144,0,0,0,208,236,4.4287,30,9,0,114,49,0.8858,47,10,0.2214,0,0,0,5,8,0
Crawford,Denison_Ward_3_Goodrich_Twp,0,0,0,27,29,0.6000,0,0,0,10,12,0.1500,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0.4500,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Crawford,Northeast,0,0,0,6,10,0.3000,0,0,0,2,0,0,0,0,0,0,0,0,2,4,0.1500,0,0,0,4,6,0.1500,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0
Crawford,SRK,0,0,0,9,9,0.1500,0,0,0,4,7,0.1500,0,0,0,0,0,0,4,4,0.1500,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
